title,Link,is_phone,company,model,storage,name
Brand new iPhone XR t-Mobile,https://chicago.craigslist.org/sox/mob/d/brand-new-iphone-xr-mobile/6763687594.html,1,apple,iphone xr,,Rajat
Plantronics Voyager Pro HD (new),https://chicago.craigslist.org/sox/mob/d/plantronics-voyager-pro-hd-new/6763683926.html,0,,,,Rajat
iPhone 6 unlocked - 16GB - Black,https://chicago.craigslist.org/wcl/mob/d/iphone-6-unlocked-16gb-black/6763683564.html,1,apple,iphone 6,16gb,Rajat
IPhone 8 Plus 64gb new in box Tmobile,https://chicago.craigslist.org/chc/mob/d/iphone-8-plus-64gb-new-in-box/6758646348.html,1,apple,iphone 8 plus,64gb,Rajat
IPhone 8 Plus 64gb Verizon,https://chicago.craigslist.org/chc/mob/d/iphone-8-plus-64gb-verizon/6758642475.html,1,apple,iphone 8 plus,64gb,Rajat
Samsung S7 att/cricket only,https://chicago.craigslist.org/chc/mob/d/samsung-s7-att-cricket-only/6758635217.html,1,samsung,galaxy s7,,Rajat
Samsung S9 Tmobile for sale,https://chicago.craigslist.org/nch/mob/d/samsung-s9-tmobile-for-sale/6758631878.html,1,samsung,galaxy s9,,Rajat
iPhone 6s 16gb factory unlock,https://chicago.craigslist.org/chc/mob/d/iphone-6s-16gb-factory-unlock/6758628854.html,1,apple,iphone 6s,16gb,Rajat
"NEW LG STYLO4 32GB, SPRINT, AND BOOST ONLY.",https://chicago.craigslist.org/chc/mob/d/new-lg-stylo4-32gb-sprint-and/6748931378.html,1,lg,stylo 4,32gb,Rajat
NEW SAMSUNG GALAXY J7 REFINE 32GB BOOST AND SPRINT ONLY,https://chicago.craigslist.org/chc/mob/d/new-samsung-galaxy-j7-refine/6748943784.html,1,samsung,galaxy j7,,Rajat
IPhone 6 16gb factory unlock for sale,https://chicago.craigslist.org/chc/mob/d/iphone-6-16gb-factory-unlock/6756701487.html,1,apple,iphone 6,16gb,Rajat
Samsung S4 sprint/boost,https://chicago.craigslist.org/chc/mob/d/samsung-s4-sprint-boost/6756730593.html,1,samsung,galaxy s4,,Rajat
IPhone 5s 16gb factory unlock,https://chicago.craigslist.org/chc/mob/d/iphone-5s-16gb-factory-unlock/6758363137.html,1,apple,iphone 5s,16gb,Rajat
IPhone 5s 16gb no Touch ID factory unlock,https://chicago.craigslist.org/chc/mob/d/iphone-5s-16gb-no-touch-id/6758326574.html,1,apple,iphone 5s,16gb,Rajat
IPhone 5s 16gb factory unlock/att,https://chicago.craigslist.org/chc/mob/d/iphone-5s-16gb-factory-unlock/6758316038.html,1,apple,iphone 5s,16gb,Rajat
IPhone 5s 16gb factory unlock,https://chicago.craigslist.org/chc/mob/d/iphone-5s-16gb-factory-unlock/6758308645.html,1,apple,iphone 5s,16gb,Rajat
IPhone 5s 32gb att/pending unlock,https://chicago.craigslist.org/chc/mob/d/iphone-5s-32gb-att-pending/6758187879.html,1,apple,iphone 5s,16gb,Rajat
Iphone 5 att but pending unlock,https://chicago.craigslist.org/chc/mob/d/iphone-5-att-but-pending/6757957625.html,1,apple,iphone 5,16gb,Rajat
IPhone 6s 64gb factory unlock with tiny crack on screen,https://chicago.craigslist.org/chc/mob/d/iphone-6s-64gb-factory-unlock/6757861595.html,1,apple,iphone 6s,64gb,Rajat
Samsung s7 for sale att/factory unlock,https://chicago.craigslist.org/chc/mob/d/samsung-s7-for-sale-att/6761325357.html,1,samsung,galaxy s7,,Rajat
iPhone 6s Plus 64gb factory unlock,https://chicago.craigslist.org/chc/mob/d/iphone-6s-plus-64gb-factory/6761331401.html,1,apple,iphone 6s,64gb,Rajat
IPhone 5s 16gb Tmobile metro pcs,https://chicago.craigslist.org/chc/mob/d/iphone-5s-16gb-tmobile-metro/6761356144.html,1,apple,iphone 5s,16gb,Rajat
IPhone 6s 128gb att/pending unlock,https://chicago.craigslist.org/chc/mob/d/iphone-6s-128gb-att-pending/6761360814.html,1,apple,iphone 6s,128gb,Rajat
Moto 360 watch,https://chicago.craigslist.org/chc/mob/d/moto-360-watch/6752749125.html,0,,,,Rajat
IPhone 8 Plus 256gb Verizon/factory unlock,https://chicago.craigslist.org/chc/mob/d/iphone-8-plus-256gb-verizon/6752730570.html,1,apple,iphone 8 plus,256gb,Rajat
Metro pcs phones for sale all three are new in box,https://chicago.craigslist.org/chc/mob/d/metro-pcs-phones-for-sale-all/6752718408.html,0,,,,Rajat
IPhone 8 Plus 64gb Tmobile metro simple lyca,https://chicago.craigslist.org/chc/mob/d/iphone-8-plus-64gb-tmobile/6752721432.html,1,apple,iphone 8 plus,64gb,Rajat
Samsung s6 for sprint,https://chicago.craigslist.org/chc/mob/d/samsung-s6-for-sprint/6757109005.html,1,samsung,galaxy s6,,Rajat
IPhone 6s 64gb factory unlock,https://chicago.craigslist.org/chc/mob/d/iphone-6s-64gb-factory-unlock/6757011027.html,1,apple,iphone 6s,64gb,Rajat
Galaxy s4 for sale factory unlock,https://chicago.craigslist.org/chc/mob/d/galaxy-s4-for-sale-factory/6757011529.html,1,samsung,galaxy s4,,Rajat
buying iphones macbooks google phones,https://chicago.craigslist.org/chc/mob/d/buying-iphones-macbooks/6760855246.html,0,,,,Rajat
BRAND NEW Phone XS MAX 512 GB Gold,https://chicago.craigslist.org/chc/mob/d/brand-new-phone-xs-max-512-gb/6760316778.html,1,apple,iphone xs max,512gb,Rajat
Brand New UNLOCKED Oneplus 6 OP6 Cell Phone 8GB RAM / 128GB Storage,https://chicago.craigslist.org/nwi/mob/d/brand-new-unlocked-oneplus-6/6763633687.html,1,oneplus,6,128gb,Rajat
iPhone 8 Plus,https://chicago.craigslist.org/nwc/mob/d/iphone-8-plus/6761101369.html,1,apple,iphone 8 plus,,Rajat
I Phone 8 Cases (Lifeproof/Otterbox),https://chicago.craigslist.org/chc/mob/d/phone-8-cases-lifeproof/6763626623.html,0,,,,Rajat
BUYING XS MAX X 8 8+ 7 7+ MACBOOKS IPADS APPLE WATCH,https://chicago.craigslist.org/chc/mob/d/buying-xs-maxmacbooks-ipads/6754647731.html,0,,,,Rajat
BRAND NEW IPHONE 6s,https://chicago.craigslist.org/chc/mob/d/brand-new-iphone-6s/6761818792.html,1,apple,iphone 6s,,Rajat
BRAND NEW IPHONE 6s,https://chicago.craigslist.org/chc/mob/d/brand-new-iphone-6s/6763619395.html,1,apple,iphone 6s,,Rajat
IPHONE 6S 64GB MINT CONDITION,https://chicago.craigslist.org/chc/mob/d/iphone-6s-64gb-mint-condition/6761903877.html,1,apple,iphone 6s,64gb,Rajat
Samsung s8 plus factory unlock,https://chicago.craigslist.org/chc/mob/d/samsung-s8-plus-factory-unlock/6757015769.html,1,samsung,galaxy s8 plus,,Rajat
IPhone 8 64gb tmobile metro pcs,https://chicago.craigslist.org/chc/mob/d/iphone-8-64gb-tmobile-metro/6757016737.html,1,apple,iphone 8,64gb,Rajat
phones for sale all T-Mobile look new in box,https://chicago.craigslist.org/chc/mob/d/phones-for-sale-all-mobile/6757014324.html,0,,,,Rajat
IPhone 6 16gb sprint/boost,https://chicago.craigslist.org/chc/mob/d/iphone-6-16gb-sprint-boost/6757115506.html,1,apple,iphone 6,16gb,Rajat
Note 5 Verizon/factory unlock,https://chicago.craigslist.org/chc/mob/d/note-5-verizon-factory-unlock/6752719928.html,1,samsung,galaxy note 5,,Rajat
Iphone 7 32gb Touch ID works but home button doesn't,https://chicago.craigslist.org/chc/mob/d/iphone-7-32gb-touch-id-works/6752754211.html,1,apple,iphone 7,32gb,Rajat
2 Verizon phones for sale,https://chicago.craigslist.org/chc/mob/d/2-verizon-phones-for-sale/6752754957.html,0,,,,Rajat
iPhone 6 silver 16gb cricket,https://chicago.craigslist.org/chc/mob/d/iphone-6-silver-16gb-cricket/6752757616.html,1,apple,iphone 6,16gb,Rajat
Note 8 Tmobile new in box (open box) 550$ firm,https://chicago.craigslist.org/chc/mob/d/note-8-tmobile-new-in-box/6752758858.html,1,samsung,galaxy note 8,,Rajat
IPhone 6s Plus 64gb sprint,https://chicago.craigslist.org/chc/mob/d/iphone-6s-plus-64gb-sprint/6752759839.html,1,apple,iphone 6s plus,64gb,Rajat
Iphone 8 256gb gold factory Unlock,https://chicago.craigslist.org/chc/mob/d/iphone-8-256gb-gold-factory/6752763156.html,1,apple,iphone 8,256gb,Rajat
IPhone 6s 16gb T-Mobile metro,https://chicago.craigslist.org/chc/mob/d/iphone-6s-16gb-mobile-metro/6752765436.html,1,apple,iphone 6s,16gb,Rajat
Iphone Se 32gb T-Mobile for sale,https://chicago.craigslist.org/chc/mob/d/iphone-se-32gb-mobile-for-sale/6752766397.html,1,apple,iphone se,32gb,Rajat
IPhone 6 16gb sprint/boost mobile,https://chicago.craigslist.org/chc/mob/d/iphone-6-16gb-sprint-boost/6752773403.html,1,apple,iphone 6,16gb,Rajat
Lg x venture factory unlock,https://chicago.craigslist.org/chc/mob/d/lg-venture-factory-unlock/6745066135.html,1,lg,x venture,,Rajat
Galaxy s4 for sale factory unlock,https://chicago.craigslist.org/chc/mob/d/galaxy-s4-for-sale-factory/6745073929.html,1,samsung,galaxy s4,,Rajat
Note 8 Tmobile new in box (open box),https://chicago.craigslist.org/chc/mob/d/note-8-tmobile-new-in-box/6745065185.html,1,samsung,galaxy note 8,,Rajat
IPhone 8 sealed 64gb T-Mobile Black,https://chicago.craigslist.org/chc/mob/d/iphone-8-sealed-64gb-mobile/6745064133.html,1,apple,iphone 8,64gb,Rajat
iphone Se factory unlock 150$ like new,https://chicago.craigslist.org/chc/mob/d/iphone-se-factory-unlock-150/6749597375.html,1,apple,iphone se,,Rajat
Ellipsis 8 Hd Verizon/factory unlock 150$ new,https://chicago.craigslist.org/chc/mob/d/ellipsis-8-hd-verizon-factory/6745066706.html,0,,,,Rajat
iPhone 6s 64gb factory unlock,https://chicago.craigslist.org/chc/mob/d/iphone-6s-64gb-factory-unlock/6749599392.html,1,apple,iphone 6s,64gb,Rajat
IPhone 6 16gb factory unlock,https://chicago.craigslist.org/chc/mob/d/iphone-6-16gb-factory-unlock/6753534168.html,1,apple,iphone 6,16gb,Rajat
Samsung s3 for sprint,https://chicago.craigslist.org/chc/mob/d/samsung-s3-for-sprint/6753535869.html,1,samsung,galaxy s3,,Rajat
Samsung s5 for att or cricket,https://chicago.craigslist.org/chc/mob/d/samsung-s5-for-att-or-cricket/6753582749.html,1,samsung,galaxy s5,,Rajat
Samsung s2 for sprint,https://chicago.craigslist.org/chc/mob/d/samsung-s2-for-sprint/6753539892.html,1,samsung,galaxy s2,,Rajat
iPhone 7 Plus 32G Black Unlocked,https://chicago.craigslist.org/nch/mob/d/iphone-7-plus-32g-black/6763610342.html,1,apple,iphone 7 plus,32gb,Rajat
Unlocked Samsung Galaxy Note II SGH T889,https://chicago.craigslist.org/nch/mob/d/unlocked-samsung-galaxy-note/6763609803.html,1,samsung,galaxy note 2,,Rajat
phones for sale all T-Mobile look new in box,https://chicago.craigslist.org/chc/mob/d/phones-for-sale-all-mobile/6742096877.html,0,,,,Rajat
iPhone 6S 64gb AT&T,https://chicago.craigslist.org/nch/mob/d/iphone-6s-64gb-att/6763604149.html,1,apple,iphone 6s,64gb,Rajat
Google Pixel 2 XL64GB Unlocked,https://chicago.craigslist.org/sox/mob/d/google-pixel-2-xl64gb-unlocked/6750466147.html,1,google,pixel 2,64gb,Rajat
Samsung Galaxy S8 64GB Unlocked,https://chicago.craigslist.org/sox/mob/d/samsung-galaxy-s8-64gb/6761849671.html,1,samsung,galaxy S8,64gb,amjad
iPhone 6 (Unlocked),https://chicago.craigslist.org/sox/mob/d/iphone-6-unlocked/6763593192.html,1,apple,iphone 6,,amjad
iPhone 7 32G Unlocked Black,https://chicago.craigslist.org/nwc/mob/d/iphone-7-32g-unlocked-black/6763591395.html,1,apple,iphone 7,32gb,amjad
iPhone 6 PLUS,https://chicago.craigslist.org/sox/mob/d/iphone-6-plus/6763588311.html,1,apple,iphone 6 plus,,amjad
*(NEW) SANDISK 32GB SD CARD,https://chicago.craigslist.org/nwc/mob/d/new-sandisk-32gb-sd-card/6743332957.html,0,,,,amjad
Pixel 2 XL Case,https://chicago.craigslist.org/sox/mob/d/pixel-2-xl-case/6741652643.html,0,,,,amjad
"I-Phone 6 Christmas ""Noel"" Phone Case",https://chicago.craigslist.org/wcl/mob/d/phone-6-christmas-noel-phone/6745045026.html,0,,,,amjad
Samsung Galaxy SII,https://chicago.craigslist.org/chc/mob/d/samsung-galaxy-sii/6759113107.html,1,samsung,galaxy s2,,amjad
Two I-Phone 6 Cases,https://chicago.craigslist.org/wcl/mob/d/two-phone-6-cases/6745053342.html,0,,,,amjad
Apple iPhone 6 64GB Unlock Smartphone - Space Gray,https://chicago.craigslist.org/wcl/mob/d/apple-iphone-6-64gb-unlock/6763582985.html,1,apple,iphone 6,64gb,amjad
LG Stylo 2 Plus,https://chicago.craigslist.org/chc/mob/d/lg-stylo-2-plus/6755187942.html,1,lg,stylo 2 plus,,amjad
iPhone 6s like new,https://chicago.craigslist.org/chc/mob/d/iphone-6s-like-new/6759876147.html,1,apple,iphone 6s,,amjad
Instant unlock any iPhone for any carrier,https://chicago.craigslist.org/chc/mob/d/instant-unlock-any-iphone-for/6761189404.html,0,,,,amjad
Selling my new iPhone ex S bought it for my grandpa he did not know ho,https://chicago.craigslist.org/chc/mob/d/selling-my-new-iphone-ex/6759640223.html,1,apple,iphone XS,,amjad
Note 3 for sale factory unlock,https://chicago.craigslist.org/chc/mob/d/note-3-for-sale-factory-unlock/6753591439.html,1,samsung,galaxy note 3,,amjad
Samsung j36 v for sale factory unlock,https://chicago.craigslist.org/chc/mob/d/samsung-j36-for-sale-factory/6745890140.html,1,samsung,j36 v,,amjad
Samsung s5 factory unlock,https://chicago.craigslist.org/chc/mob/d/samsung-s5-factory-unlock/6745517658.html,1,samsung,galaxy s5,,amjad
S6 edge+ for sale sprint of boost mobile,https://chicago.craigslist.org/chc/mob/d/s6-edge-for-sale-sprint-of/6745508791.html,1,samsung,galaxy s6,,amjad
IPhone 8 64gb att or cricket,https://chicago.craigslist.org/chc/mob/d/iphone-8-64gb-att-or-cricket/6746995821.html,1,apple,iphone 8,64gb,amjad
IPhone 6 32gb boost mobile,https://chicago.craigslist.org/chc/mob/d/iphone-6-32gb-boost-mobile/6746986811.html,1,apple,iphone 6,32gb,amjad
IPhone 6s 16gb Tmobile metro,https://chicago.craigslist.org/chc/mob/d/iphone-6s-16gb-tmobile-metro/6746994699.html,1,apple,iphone 6s,16gb,amjad
"iPhone 5 ATT AT&T (unlocked, clean IMEI) needs screen",https://chicago.craigslist.org/wcl/mob/d/iphone-5-att-att-unlocked/6754025115.html,1,apple,iphone 5,,amjad
***LG LCD TOUCH SCREEN W/ KEYBOARD***,https://chicago.craigslist.org/chc/mob/d/lg-lcd-touch-screen-keyboard/6757791932.html,1,lg,,,amjad
IPhone 8 att/cricket for sale,https://chicago.craigslist.org/chc/mob/d/iphone-8-att-cricket-for-sale/6746968582.html,1,apple,iphone 8,,amjad
IPhone 8 Plus sprint/boost,https://chicago.craigslist.org/chc/mob/d/iphone-8-plus-sprint-boost/6746921625.html,1,apple,iphone 8 plus,,amjad
Iphone 7 32gb factory unlock,https://chicago.craigslist.org/chc/mob/d/iphone-7-32gb-factory-unlock/6746917235.html,1,apple,iphone 7,32gb,amjad
IPhone 6s 64gb sprint/boost mobile,https://chicago.craigslist.org/chc/mob/d/iphone-6s-64gb-sprint-boost/6742083258.html,1,apple,iphone 6s,64gb,amjad
IPhone 6 32gb sprint/boost mobile,https://chicago.craigslist.org/chc/mob/d/iphone-6-32gb-sprint-boost/6742086946.html,1,apple,iphone 6,32gb,amjad
Samsung s8 plus factory unlock,https://chicago.craigslist.org/chc/mob/d/samsung-s8-plus-factory-unlock/6745058906.html,1,samsung,galaxy s8,,amjad
Samsung s8 plus factory unlock 64gb Black,https://chicago.craigslist.org/chc/mob/d/samsung-s8-plus-factory/6750382489.html,1,samsung,galaxy s8 plus,64gb,amjad
Sprint Android 4G LTE smartphone,https://chicago.craigslist.org/nwc/mob/d/sprint-android-4g-lte/6761216603.html,0,,,,amjad
Custom iPhone 6 jet black,https://chicago.craigslist.org/chc/mob/d/custom-iphone-6-jet-black/6750381976.html,1,apple,iphone 6,,amjad
Boost mobile Samsung prevail,https://chicago.craigslist.org/chc/mob/d/boost-mobile-samsung-prevail/6750384323.html,1,samsung,boost mobile,,amjad
iPhones for sale 👀 look,https://chicago.craigslist.org/chc/mob/d/iphones-for-sale-look/6750387940.html,0,,,,amjad
Samsung s7 tmobile,https://chicago.craigslist.org/chc/mob/d/samsung-s7-tmobile/6750389568.html,1,samsung,galaxy s7,,amjad
Samsung s5 factory unlock,https://chicago.craigslist.org/chc/mob/d/samsung-s5-factory-unlock/6750384030.html,1,samsung,galaxy s5,,amjad
Moto e4 T-Mobile new in box,https://chicago.craigslist.org/chc/mob/d/moto-e4-mobile-new-in-box/6750398919.html,1,motorola,moto e4,,amjad
Iphone Se metro pcs like new,https://chicago.craigslist.org/chc/mob/d/iphone-se-metro-pcs-like-new/6750390946.html,1,apple,iphone se,,amjad
Sony experia z and z3 for sale,https://chicago.craigslist.org/chc/mob/d/sony-experia-and-z3-for-sale/6750400277.html,0,,,,amjad
IPhone 8 64gb with rear crack,https://chicago.craigslist.org/chc/mob/d/iphone-8-64gb-with-rear-crack/6750399550.html,1,apple,iphone 8,64gb,amjad
S9 plus T-Mobile new in box black,https://chicago.craigslist.org/chc/mob/d/s9-plus-mobile-new-in-box/6750398555.html,1,samsung,galaxy s9,,amjad
IPhone 6s 64gb factory unlock,https://chicago.craigslist.org/chc/mob/d/iphone-6s-64gb-factory-unlock/6750511090.html,1,apple,iphone 6s,64gb,amjad
S9 factory unlock for sale,https://chicago.craigslist.org/chc/mob/d/s9-factory-unlock-for-sale/6750510352.html,1,samsung,galaxy s9,,amjad
Iphone 7 128gb Verizon/factory unlock,https://chicago.craigslist.org/chc/mob/d/iphone-7-128gb-verizon/6754362814.html,1,apple,iphone 7,128gb,amjad
IPhone 6s 64gb factory unlock,https://chicago.craigslist.org/chc/mob/d/iphone-6s-64gb-factory-unlock/6754377916.html,1,apple,iphone 6s,64gb,amjad
Samsung S7 Active Unlocked READ DESCRIPTION !,https://chicago.craigslist.org/nch/mob/d/samsung-s7-active-unlocked/6742799114.html,1,samsung,galaxy s7,,amjad
"New (Open box)! Moto G5 Plus XT1687 Factory Unlocked Phone, 32GB",https://chicago.craigslist.org/chc/mob/d/new-open-box-moto-g5-plus/6741379885.html,1,motorola,moto g5 plus xt1687,,amjad
Samsung Galaxy S7 Active 32GB $140 FIRM Unlocked,https://chicago.craigslist.org/nch/mob/d/samsung-galaxy-s7-active-32gb/6755850302.html,1,samsung,galaxy s7,32gb,amjad
Apple IPhone 7 Plus 256GB AT&T Unlocked,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-7-plus-256gb-att/6760458913.html,1,apple,iphone 7 plus,256gb,amjad
"iPhone 6 , 64 GB , Gold , UNLOCKED !",https://chicago.craigslist.org/chc/mob/d/iphone-6-64-gb-gold-unlocked/6763493862.html,1,apple,iphone 6,64gb,amjad
Lycamobile sim card,https://chicago.craigslist.org/nch/mob/d/lycamobile-sim-card/6753658886.html,0,,,,amjad
iPhone 6s Plus + 128GB factory unlocked,https://chicago.craigslist.org/chc/mob/d/iphone-6s-plus-128gb-factory/6763530960.html,1,apple,iphone 6s plus,,amjad
Apple iPhone 8 Plus 256 GB Grey Unlocked Factory Sealed 1 Yr Warranty,https://chicago.craigslist.org/chc/mob/d/apple-iphone-8-plus-256-gb/6758806390.html,1,apple,iphone 8 plus,256gb,amjad
Apple iPhone 8 Plus 256 GB Gold Unlocked Factory Sealed 1 Yr Warranty,https://chicago.craigslist.org/chc/mob/d/apple-iphone-8-plus-256-gb/6744961353.html,1,apple,iphone 8 plus,256gb,amjad
Apple iPhone X 256 GB Grey Unlocked Factory Sealed 1 Yr Warranty New,https://chicago.craigslist.org/chc/mob/d/apple-iphone-256-gb-grey/6755060490.html,1,apple,iphone x,256gb,amjad
"LG Escape 2 cell phone, never used",https://chicago.craigslist.org/nwc/mob/d/lg-escape-2-cell-phone-never/6757073262.html,1,lg,escape 2,,amjad
"Apple iPhone 7 Gold, Warranty",https://chicago.craigslist.org/nwc/mob/d/apple-iphone-7-gold-warranty/6763457335.html,1,apple,iphone 7,,amjad
iPhone xs max 512gb,https://chicago.craigslist.org/chc/mob/d/iphone-xs-max-512gb/6763493177.html,1,apple,iphone xs,512gb,amjad
HTC Inspire phones,https://chicago.craigslist.org/sox/mob/d/htc-inspire-phones/6763494859.html,1,htc,inspire,,amjad
Apple iPhone 6s 32GB Mint Condition with warranty,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-6s-32gb-mint/6763460488.html,1,apple,iphone 6s,32gb,amjad
iPhone 6S. 64 GB. T Mobile. Mint!,https://chicago.craigslist.org/chc/mob/d/iphone-6s-64-gb-mobile-mint/6763492048.html,1,apple,iphone 6s,64gb,amjad
IPhone 7 128GB unlocked,https://chicago.craigslist.org/nch/mob/d/iphone-7-128gb-unlocked/6763498762.html,1,apple,iphone 7,128gb,amjad
"Apple iPhone 7 Rose Gold, Warranty",https://chicago.craigslist.org/nwc/mob/d/apple-iphone-7-rose-gold/6763457197.html,1,apple,iphone 7,,amjad
iPhone 8 | AT&T | 64 GB | LIKE NEW!,https://chicago.craigslist.org/chc/mob/d/iphone-8-att-64-gb-like-new/6761825130.html,1,apple,iphone 8,64gb,amjad
Galaxy 6 32 Gb,https://chicago.craigslist.org/chc/mob/d/galaxy-6-32-gb/6763486891.html,1,samsung,galaxy 6,32gb,amjad
"Apple iPhone 7 Black, Warranty",https://chicago.craigslist.org/nwc/mob/d/apple-iphone-7-black-warranty/6763456683.html,1,apple,iphone 7,,amjad
Verizon Accessories Bluetooth Lot,https://chicago.craigslist.org/wcl/mob/d/verizon-accessories-bluetooth/6746091683.html,0,,,,amjad
LG G6 BRAND NEW FOR BOOST MOBILE ONLY!!,https://chicago.craigslist.org/chc/mob/d/lg-g6-brand-new-for-boost/6763475424.html,1,lg,g6,,amjad
"Apple iPhone 7 Silver, Warranty",https://chicago.craigslist.org/nwc/mob/d/apple-iphone-7-silver-warranty/6763456836.html,1,apple,iphone 7,,amjad
Wireless Bluetooth Headset,https://chicago.craigslist.org/sox/mob/d/wireless-bluetooth-headset/6756774260.html,0,,,,amjad
Apple iPhone 6 - Factory Unlocked - Space Gray,https://chicago.craigslist.org/nwc/mob/d/apple-iphone-6-factory/6761686218.html,1,apple,iphone 6,,amjad
iPhone XS Max,https://chicago.craigslist.org/nwc/mob/d/iphone-xs-max/6758090914.html,1,apple,iphone xs,,amjad
iPhone 7 Tech21 Crystal Clear Case / Cover Impact Resistant,https://chicago.craigslist.org/nch/mob/d/iphone-7-tech21-crystal-clear/6745594778.html,0,,,,amjad
Samsung Galaxy S5 SM-G900A 16GB,https://chicago.craigslist.org/wcl/mob/d/samsung-galaxy-s5-sm-g900a/6763426890.html,1,samsung,galaxy s5,16gb,amjad
iPhone 7+ :: 256g :: silver :: excellent condition (stolen),https://chicago.craigslist.org/nwc/mob/d/iphone-7-256g-silver/6763418409.html,1,apple,iphone 7 plus,256gb,amjad
Google Pixel XL - Verizon - Perfect Condition,https://chicago.craigslist.org/wcl/mob/d/google-pixel-xl-verizon/6760273805.html,1,google,pixel xl,,amjad
Iphone 6S - Verizon - Perfect Condition,https://chicago.craigslist.org/wcl/mob/d/iphone-6s-verizon-perfect/6760273500.html,1,apple,iphone 6s,,amjad
iPhone 7 Plus,https://chicago.craigslist.org/chc/mob/d/iphone-7-plus/6743533069.html,1,apple,iphone 7 plus,,amjad
mophie charger case wireless for iphone 7 plus,https://chicago.craigslist.org/nwc/mob/d/mophie-charger-case-wireless/6753638210.html,0,,,,amjad
iPhone 6s Plus,https://chicago.craigslist.org/chc/mob/d/iphone-6s-plus/6763402693.html,1,apple,iphone 6s plus,,amjad
brand new factory sealed Verizon Blackberry 8703e,https://chicago.craigslist.org/nwc/mob/d/brand-new-factory-sealed/6755727805.html,1,blackberry,8703e,,amjad
brand new factory sealed Verizon Blackberry 7130e,https://chicago.craigslist.org/nwc/mob/d/brand-new-factory-sealed/6755727547.html,1,blackberry,7130e,,amjad
Conference phone brand new,https://chicago.craigslist.org/nwc/mob/d/conference-phone-brand-new/6763390614.html,1,conference,,,amjad
at&t phones,https://chicago.craigslist.org/sox/mob/d/att-phones/6763385600.html,0,,,,amjad
iPhone 7 Gold by T-Mobile Like New,https://chicago.craigslist.org/nch/mob/d/iphone-7-gold-by-mobile-like/6751099251.html,1,apple,iphone 7,,amjad
Armored case with foldout desktop stand for Moto G5S Plus cell phone,https://chicago.craigslist.org/chc/mob/d/armored-case-with-foldout/6747074457.html,0,,,,amjad
"iPhone 7 256GB, Black Matte, UNLOCKED",https://chicago.craigslist.org/nwc/mob/d/iphone-7-256gb-black-matte/6763379872.html,1,apple,iphone 7,256gb,amjad
T-Mobile truconnect phone Works,https://chicago.craigslist.org/nwi/mob/d/mobile-truconnect-phone-works/6751197505.html,0,,,,amjad
super nice number for sale,https://chicago.craigslist.org/chc/mob/d/super-nice-number-for-sale/6763373724.html,0,,,,amjad
New iPhone 7 128gb Black,https://chicago.craigslist.org/chc/mob/d/new-iphone-7-128gb-black/6756580471.html,1,apple,iphone 7,128gb,amjad
Google Pixel 2 64gb Black Unlocked,https://chicago.craigslist.org/chc/mob/d/google-pixel-2-64gb-black/6763369206.html,1,google,pixel 2,64gb,amjad
iPhone 7,https://chicago.craigslist.org/nwc/mob/d/iphone-7/6763368898.html,1,apple,iphone 7,,amjad
One Plus 5T 128GB Midnight Black,https://chicago.craigslist.org/nwc/mob/d/one-plus-5t-128gb-midnight/6763366535.html,1,oneplus,5t,128gb,amjad
Sprint AirRave Access Point - Samsung Ethernet cell phone booster,https://chicago.craigslist.org/nwc/mob/d/sprint-airrave-access-point/6760184887.html,0,,,,amjad
iPhone 7 PLUS 128Gb Black color World unlocked,https://chicago.craigslist.org/chc/mob/d/iphone-7-plus-128gb-black/6761523906.html,1,apple,iphone 7 plus,128gb,amjad
NEW Kyocera Hydro EDGE Battery. Case also available.,https://chicago.craigslist.org/chc/mob/d/new-kyocera-hydro-edge/6763362941.html,0,,,,amjad
LG K20 Plus from Metro PCS,https://chicago.craigslist.org/nch/mob/d/lg-k20-plus-from-metro-pcs/6754196359.html,1,lg,k20 plus,,amjad
IPhone 4 AT&T unlock 16GB,https://chicago.craigslist.org/nwc/mob/d/iphone-4-att-unlock-16gb/6759324590.html,1,apple,iphone 4,,amjad
25 Cell Phone Cases - NEW,https://chicago.craigslist.org/sox/mob/d/25-cell-phone-cases-new/6755201279.html,0,,,,amjad
Apple iPhone 6S Plus 16GB - Gold,https://chicago.craigslist.org/chc/mob/d/apple-iphone-6s-plus-16gb-gold/6754485134.html,1,apple,iphone 6s plus,16gb,amjad
Apple iPhone 6S Plus 16GB - Gold,https://chicago.craigslist.org/chc/mob/d/apple-iphone-6s-plus-16gb-gold/6759411073.html,1,apple,iphone 6s plus,16gb,amjad
Apple iPhone 6S Plus 16GB - Gold,https://chicago.craigslist.org/chc/mob/d/apple-iphone-6s-plus-16gb-gold/6759410994.html,1,apple,iphone 6s plus,16gb,amjad
ZTE Avail Z990 Android GSM Smartphone AT&T cracked screen,https://chicago.craigslist.org/chc/mob/d/zte-avail-z990-android-gsm/6763343065.html,1,zte,avail z990,,amjad
Galaxy Note 8 Spigen Cover/Charger/SD card,https://chicago.craigslist.org/chc/mob/d/galaxy-note-8-spigen-cover/6754714142.html,0,,,,amjad
Verizon LG Flip Phone,https://chicago.craigslist.org/wcl/mob/d/verizon-lg-flip-phone/6763341488.html,1,lg,flip,,amjad
